ID,Question,Answer
4.4.10,"Fill in the blank: A _______ button is used to submit form data, whereas a button of type ""button"" is typically used with JavaScript for other actions.",submit
4.5.1,"Multiple Choice: What styling property is used to ensure all labels have the same width and margin in forms?
- (A) width: 100%;
- (B) display: inline-block;
- (C) text-align: center;
- (D) display: flex;",(B) display: inline-block;
4.5.2,"Fill in the blank: To improve the appearance of a button and provide a visual cue that it is pressable, change the default mouse cursor to a __________ icon.",pointer
4.5.3,"Multiple Choice: Which CSS property and value set is used to make the border of input fields look softer?
- (A) border: 2px solid #000;
- (B) border: 1px dashed #aaa;
- (C) border: 1px solid #aaa; border-radius: 4px;
- (D) border: 3px double #ccc;",(C) border: 1px solid #aaa; border-radius: 4px;
4.5.4,Short Answer: What CSS rule would you add to make the labels of input elements right-aligned in a form?,text-align: right;
4.5.5,"Multiple Choice: When styling forms, what CSS selector is used to consistently style text inputs, email inputs, and drop-down menus?
- (A) input[type=text], input[type=email], select
- (B) input, textarea, button
- (C) input[type=button], select, textarea
- (D) fieldset, legend, label","(A) input[type=text], input[type=email], select"
4.5.6,"Multiple Answers: What visual cues help a user know that a blue rectangle with ""Register"" is a button?
- The button has rounded corners.
- The pointer icon appears when hovering over the button.
- The button has a thick border.
- The button color changes when hovering.",The button has rounded corners.; The pointer icon appears when hovering over the button.; The button color changes when hovering.
4.5.7,"Multiple Choice: What CSS property should be set to improve the usability of labels as clickable elements in forms?
- (A) cursor: crosshair;
- (B) cursor: pointer;
- (C) cursor: default;
- (D) cursor: wait;",(B) cursor: pointer;
4.5.8,"Fill in the blank: To create custom radio buttons, the content before the label is displayed as a single empty space within a __________ border.",circular
4.5.9,"Multiple Choice: Which property/value setting hides traditional browser radio buttons?
- (A) visibility: hidden;
- (B) appearance: none;
- (C) display: none;
- (D) opacity: 0;",(B) appearance: none;
4.5.10,Short Answer: How do you style an input field to have a red border indicating an error when the input is invalid?,Use the selector input:invalid { border: 2px solid red; }.
4.6.1,"Multiple Choice: Which HTML element is used to include JavaScript code within an HTML document?
- (A) <style>
- (B) <script>
- (C) <link>
- (D) <div>",(B) <script>
4.6.2,Fill in the blank: The Document Object Model (DOM) is created from a document's ______.,HTML
4.6.3,Short Answer: What method is used in JavaScript to output HTML into the document and alter the DOM?,document.writeln()
4.6.4,"Multiple Choice: Which window object property is useful for determining if the webpage is loaded with HTTPS or HTTP?
- (A) window.location
- (B) window.navigator
- (C) window.innerHeight
- (D) window.innerWidth",(A) window.location
4.6.5,"Multiple Answers: Which window object methods can display a dialog box to the user? (Select all that apply)
- (A) window.alert()
- (B) window.confirm()
- (C) window.open()
- (D) console.log()","(A) window.alert(), (B) window.confirm()"
4.6.6,"Multiple Choice: In the console object, which method is used to display errors?
- (A) console.log()
- (B) console.warn()
- (C) console.error()
- (D) console.dir()",(C) console.error()
4.6.7,Fill in the Blank: Minified JavaScript is typically stored in a file with a ______ file extension.,""".min.js"""
4.6.8,"Short Answer: What JavaScript attribute allows the browser to load the webpage concurrently with loading the JavaScript, but not process the JavaScript until the webpage is completely loaded?",defer
4.6.9,"Multiple Choice: Which attribute, when used with the <script> tag, causes the browser to continue reading HTML without waiting for the JavaScript file to load?
- (A) defer
- (B) type
- (C) async
- (D) src",(C) async
4.6.10,Short Answer: Describe the process of minification in JavaScript.,"Minification is the process of removing unnecessary characters (like whitespace and comments) from JavaScript code so the code executes the same but with fewer characters, often renaming identifiers into shorter ones to reduce space."
4.7.1,"Multiple Choice: What is the root node of a DOM tree created from the HTML document?
- (A) <title>
- (B) <body>
- (C) <html>
- (D) <head>",(C) <html>
4.7.2,"Multiple Answers: Which of the following nodes can be a child node in a DOM tree?
- (A) Element node
- (B) Attribute node
- (C) Text node
- (D) Root node","(A) Element node, (C) Text node"
4.7.3,"Fill in the Blank: In the DOM, an __________ node represents the textual content within an element.",Text
4.7.4,"Short Answer: How many child nodes can an 'ol' element have if it contains the list items <li>Gold</li>, <li>Silver</li>, and <li>Bronze</li>?",3
4.7.5,"Multiple Choice: Which DOM method returns a single node rather than an array?
- (A) document.getElementsByTagName
- (B) document.querySelectorAll
- (C) document.getElementById
- (D) document.getElementsByClassName",(C) document.getElementById
4.7.6,"Multiple Choices: Which of the following HTMLCollection methods would you use to access the first element in a search? 
- (A) length()
- (B) querySelector()
- (C) [0]
- (D) item()",(C) [0]
4.7.7,Fill in the Blank: The __________ property gets or sets a DOM node’s text content without HTML tags.,textContent
4.7.8,"Multiple Choice: What DOM method would you use to remove an element’s attribute?
- (A) removeAttribute
- (B) setAttribute
- (C) getAttribute
- (D) modifyAttribute",(A) removeAttribute
4.7.9,"Short Answer: Which attribute of the script tag makes sure that the script in ""dom.js"" executes only after the parsing of the webpage?",defer
4.7.10,"Multiple Choice: By modifying the 'innerHTML' property, you can:
- (A) Only retrieve textual content
- (B) Set or get both the content and the structure of a node
- (C) Retrieve attribute values
- (D) Delete a node",(B) Set or get both the content and the structure of a node
4.8.1,"Multiple Choice: Which DOM property refers to the node's parent?
- (A) children
- (B) childNodes
- (C) parentNode
- (D) nextElementSibling",(C) parentNode
4.8.2,"Multiple Answer: Which of the following are properties used to access a node's sibling nodes in the DOM? (Select all that apply.)
- (A) previousElementSibling
- (B) nextElementSibling
- (C) parentNode
- (D) children","(A) previousElementSibling, (B) nextElementSibling"
4.8.3,"Fill in the Blank: The method ________ is used to create a new text node containing specified text in the DOM.
- createTextNode()",createTextNode()
4.8.4,"Multiple Choice: What does the children property of a DOM node contain?
- (A) All the node's children, including whitespace text nodes
- (B) Only the element nodes that are the node's children
- (C) Text nodes only
- (D) Sibling nodes",(B) Only the element nodes that are the node's children
4.8.5,"Short Answer: How do you create a new DOM element node using JavaScript?
Answer: Use the createElement() method with the name of the desired element as the argument.",Use the createElement() method with the name of the desired element as the argument.
4.8.6,"Multiple Choice: Which method is used to remove a node from the DOM?
- (A) appendChild()
- (B) cloneNode()
- (C) removeChild()
- (D) insertBefore()",(C) removeChild()
4.8.7,"Fill in the Blank: To append a new child node to an existing node in the DOM, you use the ________ method.
- appendChild()",appendChild()
4.8.8,"Multiple Answer: Which methods can modify the DOM structure by changing node locations? (Select all that apply.)
- (A) appendChild()
- (B) insertBefore()
- (C) removeChild()
- (D) querySelector()","(A) appendChild(), (B) insertBefore(), (C) removeChild()"
4.8.9,"Multiple Choice: Which method should be used to insert a DOM node before an existing child node?
- (A) appendChild()
- (B) insertBefore()
- (C) cloneNode()
- (D) createElement()",(B) insertBefore()
4.8.10,"Short Answer: What argument does the cloneNode() method take to determine if it should also clone the node's children?
Answer: A boolean argument (true or false).",A boolean argument (true or false).
4.9.1,"Multiple Choice: What term describes a programming style where code runs only in response to specific events?
- (A) Synchronous programming
- (B) Event-driven programming
- (C) Procedural programming
- (D) Object-oriented programming",(B) Event-driven programming
4.9.2,"Multiple Choice: Which of the following events is NOT typically involved in the event capturing or bubbling phases?
- (A) Blur
- (B) Focus
- (C) Click
- (D) Load",(D) Load
4.9.3,"Fill in the Blank: In JavaScript, the method used to stop the default behavior of an event is called __________.",preventDefault()
4.9.4,"Short Answer: What does the term ""event handler"" refer to in web development?","An event handler is a piece of code that runs in response to a specific event occurring on a webpage, such as a user action or a network response."
4.9.5,"Multiple Choice: Which of these HTML tags is commonly used to embed an event handler in the document directly?
- (A) <p onclick=""myFunction()"">
- (B) <p>
- (C) <div>
- (D) <button>","(A) <p onclick=""myFunction()"">"
4.9.6,"Multiple Answers: Which of the following are events for which web developers might write event handlers? (Select all that apply)
- (A) Click
- (B) Keydown
- (C) Input
- (D) Resize","(A) Click, (B) Keydown, (C) Input"
4.9.7,Fill in the Blank: The __________ event is triggered when the user's input value is modified in an input or textarea element.,Input
4.9.8,"Multiple Choice: When registering an event handler using addEventListener, what does the optional third parameter control?
- (A) Whether the event handler is asynchronous
- (B) Whether the event is handled during the capturing or bubbling phase
- (C) The type of event to listen for
- (D) The priority of event handling",(B) Whether the event is handled during the capturing or bubbling phase
4.9.9,Short Answer: How does the addEventListener() method differ from setting the DOM node event handler property directly?,"The addEventListener() method allows for multiple handlers for a single event on an element and keeps content and functionality separate, unlike setting the DOM node event handler property directly, which only allows one handler."
4.9.10,"Fill in the Blank: In HTML, the attribute used to register a handler that adds ""on"" to the event name, such as ""onmousemove"", is known as a(n) __________.",Event attribute
